Timestamp,BMS_Voltage_V,BMS_Current_A,BMS_Temperature_C,State_of_Charge_%,Inverter_Efficiency_%,Inverter_Temperature_C,Charger_Input_Power_kW,Charger_Efficiency_%,LV_Battery_Voltage_V,LV_Battery_Current_A,Coolant_Flow_Rate_L_min,Coolant_Temperature_C,Vehicle_Speed_kmph,Acceleration_m_s2,Braking_Force_N,Road_Gradient_%,Energy_Consumption_kWh_per_km,Torque_Requested_Nm,Torque_Delivered_Nm,Condition
2025-07-24 17:45:00,388.88,15.39,27.6,30.3,85.77,55.2,11.77,89.77,14.19,-13.0,27.9,57.0,13.0,-0.81,3589.9,3.21,0.392,46.3,223.1,Normal
2025-07-24 17:50:00,325.68,-94.15,42.2,27.5,86.91,38.9,42.59,88.51,14.26,-15.99,28.1,30.6,50.8,0.25,1830.9,-8.19,0.301,4.0,159.0,Normal
2025-07-24 17:55:00,329.28,14.26,49.3,28.2,86.22,63.3,40.93,86.23,13.36,19.36,29.4,30.6,80.8,-1.69,28.3,-4.05,0.136,237.9,116.8,Normal
2025-07-24 18:00:00,308.46,-67.94,49.2,29.3,90.92,44.8,38.27,94.16,14.15,19.99,14.3,42.8,29.8,2.54,3460.6,4.51,0.209,46.6,320.5,Normal
2025-07-24 18:05:00,366.32,-52.44,49.9,27.7,97.58,73.1,36.5,92.24,12.69,14.9,29.2,54.8,64.6,-2.82,3245.5,-4.99,0.197,385.6,321.0,Normal
2025-07-24 18:10:00,386.2,-98.64,37.5,30.7,90.11,76.4,47.23,91.92,14.29,0.42,21.3,58.9,16.3,0.8,1663.7,-8.86,0.153,14.3,104.3,Normal
2025-07-24 18:15:00,307.56,-60.83,40.7,25.4,86.7,45.1,42.32,92.28,12.69,-10.45,19.8,51.7,34.2,-2.71,4411.8,-5.16,0.279,126.0,366.9,Normal
2025-07-24 18:20:00,339.13,19.16,29.5,25.9,89.14,59.6,23.6,94.34,12.1,11.1,13.2,51.1,83.9,1.92,1474.1,-3.7,0.323,332.6,117.8,Normal
2025-07-24 18:25:00,324.37,-73.33,49.3,24.1,90.89,69.3,46.56,90.05,12.33,-14.88,15.9,42.0,61.2,-2.78,2797.7,-8.14,0.325,31.6,311.9,Normal
2025-07-24 18:30:00,384.84,20.18,28.3,26.1,95.3,34.6,15.12,87.27,14.37,19.28,22.0,35.3,63.2,0.34,417.2,-7.96,0.146,173.4,115.3,Normal
2025-07-24 18:35:00,303.72,9.98,23.3,25.2,92.39,68.2,39.98,85.04,13.78,-18.26,20.9,39.4,8.5,2.37,2105.8,-2.81,0.291,113.0,304.6,Normal
2025-07-24 18:40:00,340.96,59.05,23.6,25.2,93.11,69.5,8.72,88.81,14.33,17.51,26.2,36.9,12.4,-2.63,3983.1,1.7,0.31,352.5,287.5,Normal
2025-07-24 18:45:00,392.91,-37.27,42.7,21.8,92.93,42.3,12.83,86.1,12.06,-1.95,26.4,43.7,33.3,2.28,4354.1,6.43,0.202,395.6,313.0,Normal
2025-07-24 18:50:00,343.22,-49.14,30.2,23.5,90.18,58.9,41.01,86.58,13.15,-6.82,13.6,41.5,38.7,-2.73,507.8,-9.28,0.349,173.7,47.4,Normal
2025-07-24 18:55:00,313.83,65.89,27.2,23.3,93.19,66.8,27.71,90.99,14.31,-16.84,23.9,54.0,58.5,-0.24,1480.0,-8.47,0.184,394.9,218.9,Normal
2025-07-24 19:00:00,312.01,16.4,43.8,21.0,88.92,61.3,39.31,92.69,13.01,-9.45,14.5,50.8,81.8,1.62,4050.9,2.6,0.138,87.2,174.9,Normal
2025-07-24 19:05:00,300.1,77.91,32.6,19.7,95.4,41.0,36.38,93.05,12.23,11.88,22.1,42.9,97.8,2.15,4852.0,-9.38,0.28,181.4,42.4,Normal
2025-07-24 19:10:00,378.21,16.38,39.8,19.1,95.5,45.1,33.37,88.13,14.01,-0.02,13.0,35.3,113.1,0.59,2914.5,-1.47,0.37,388.5,322.0,Normal
2025-07-24 19:15:00,330.47,-22.7,38.5,23.4,87.94,56.3,48.22,88.41,14.02,10.43,28.9,32.0,2.2,-0.14,4528.4,-7.04,0.202,191.7,301.1,Normal
2025-07-24 19:20:00,350.0,-70.56,46.1,19.7,88.5,66.8,1.08,91.94,13.13,3.51,19.4,51.5,9.6,-2.57,2411.8,6.97,0.207,199.2,53.2,Normal
2025-07-24 19:25:00,371.71,-70.64,22.4,19.9,89.63,51.3,10.44,93.07,13.47,12.45,27.3,57.1,68.3,1.65,2458.3,-0.29,0.204,268.7,157.5,Normal
2025-07-24 19:30:00,341.48,-64.31,39.0,18.5,92.69,44.9,6.89,90.57,12.32,3.99,29.1,42.2,103.7,-1.23,2423.6,-8.8,0.119,314.2,364.2,Normal
2025-07-24 19:35:00,323.56,81.33,23.0,25.7,96.37,79.4,15.3,92.96,13.78,0.8,28.5,35.3,6.2,-0.89,3170.3,-9.18,0.191,299.2,88.3,Normal
2025-07-24 19:40:00,354.23,-35.85,46.2,17.4,92.07,65.1,15.23,87.45,13.25,-1.46,14.4,40.5,63.5,-0.75,4512.9,-2.06,0.281,253.2,240.2,Normal
2025-07-24 19:45:00,355.58,80.53,35.9,18.2,97.98,32.6,32.89,87.64,12.78,5.3,21.9,35.7,113.5,0.51,3541.7,5.15,0.343,40.2,165.0,Normal
2025-07-24 19:50:00,346.16,-74.31,38.1,17.0,91.98,33.7,16.02,87.43,13.99,3.45,11.0,58.5,115.3,-2.25,885.9,-3.51,0.141,137.5,108.7,Normal
2025-07-24 19:55:00,314.12,7.02,33.0,15.6,88.9,45.2,18.69,92.97,12.31,-12.99,29.9,32.3,38.2,1.74,2508.0,2.27,0.292,171.0,59.4,Normal
2025-07-24 20:00:00,318.18,-52.47,36.5,17.4,93.37,68.6,17.67,88.17,12.2,7.63,11.9,34.2,79.0,0.14,3324.0,-5.78,0.168,209.7,58.5,Normal
2025-07-24 20:05:00,362.62,61.65,23.1,16.7,86.39,34.4,2.86,94.84,13.29,15.88,12.5,34.6,100.2,2.88,1905.6,-9.71,0.189,65.9,8.8,Normal
2025-07-24 20:10:00,360.06,-79.09,27.7,15.5,88.51,64.1,12.36,86.59,13.88,-14.89,17.0,51.9,46.8,-1.15,1208.4,-2.78,0.173,369.4,168.7,Normal
2025-07-24 20:15:00,333.63,74.98,27.1,13.7,93.12,51.9,48.8,85.63,13.62,-2.21,13.4,39.1,72.3,1.32,4189.4,0.38,0.213,305.2,356.4,Normal
2025-07-24 20:20:00,357.93,-71.51,36.6,10.3,92.12,50.2,14.78,90.92,12.49,-5.52,28.3,30.3,96.3,2.72,2578.7,0.03,0.32,397.0,334.8,Normal
2025-07-24 20:25:00,320.14,7.52,33.6,14.8,93.59,76.1,39.18,91.65,12.85,2.25,22.9,39.9,38.3,0.36,4037.2,-7.6,0.278,239.9,288.8,Normal
2025-07-24 20:30:00,397.01,-97.39,39.2,15.2,87.57,67.5,29.73,85.87,12.85,7.82,10.4,58.8,10.3,-1.39,1936.7,-4.76,0.225,386.0,97.8,Normal
2025-07-24 20:35:00,393.69,32.87,24.3,9.2,97.46,50.6,26.32,90.75,12.15,-14.72,21.1,34.3,29.2,-1.39,3763.9,5.1,0.104,42.8,162.0,Normal
2025-07-24 20:40:00,336.45,-42.69,32.6,9.7,97.4,51.8,47.45,92.48,12.12,-18.71,14.4,53.8,68.2,-0.42,3031.3,-1.98,0.147,259.6,199.0,Normal
2025-07-24 20:45:00,354.99,8.02,22.9,7.7,86.02,51.4,23.27,93.99,12.67,-13.51,20.3,52.6,34.8,2.96,3030.6,8.34,0.104,121.7,224.7,Normal
2025-07-24 20:50:00,300.26,57.99,27.3,13.3,88.04,78.8,48.36,86.69,13.46,3.2,14.4,39.6,98.2,-0.15,339.1,-2.59,0.235,394.5,6.4,Normal
2025-07-24 20:55:00,353.75,3.64,30.7,13.2,87.79,58.8,28.29,86.21,12.7,12.25,17.3,33.2,83.7,-1.27,4940.0,5.25,0.276,76.1,102.4,Normal
2025-07-24 21:00:00,354.92,16.41,40.5,12.9,91.99,72.8,48.23,91.96,12.49,0.26,21.7,36.2,38.1,-1.2,10.4,-7.17,0.279,318.0,300.3,Normal
2025-07-24 21:05:00,318.69,29.8,23.1,11.6,88.54,61.4,25.03,91.96,14.32,12.1,18.5,57.8,5.1,-0.9,2622.9,4.6,0.227,343.2,332.2,Normal
2025-07-24 21:10:00,363.34,26.69,23.6,10.2,86.0,51.1,33.14,89.29,13.64,11.76,27.6,38.6,20.8,-0.28,4685.8,-6.94,0.334,35.2,132.4,Normal
2025-07-24 21:15:00,305.35,48.3,44.3,7.1,97.08,73.8,12.17,85.02,12.77,-16.32,27.9,34.9,24.2,-0.54,319.1,0.08,0.361,398.7,217.6,Normal
2025-07-24 21:20:00,302.27,-62.12,43.3,9.5,87.74,75.1,27.1,94.2,12.34,-19.25,14.3,57.5,50.7,0.68,4993.6,-3.34,0.391,283.6,232.7,Normal
2025-07-24 21:25:00,332.7,25.7,40.8,4.9,93.09,30.1,27.62,94.32,13.25,12.49,21.9,30.4,79.6,-0.75,4405.8,2.67,0.292,192.4,198.0,Normal
2025-07-24 21:30:00,394.59,-84.16,21.2,7.2,95.26,74.1,24.24,91.04,12.22,-14.72,19.1,58.4,77.1,2.16,2965.7,-4.32,0.226,398.6,176.0,Normal
2025-07-24 21:35:00,368.94,-72.88,36.2,8.4,88.98,79.2,6.99,89.64,12.25,-13.42,24.3,49.3,93.4,2.89,590.0,5.31,0.213,351.5,228.8,Normal
2025-07-24 21:40:00,341.57,5.11,44.8,6.4,85.18,78.9,9.04,88.47,14.3,-11.16,20.2,40.2,100.1,-0.85,2105.3,-5.96,0.12,119.2,232.1,Normal
2025-07-24 21:45:00,320.98,-3.29,30.5,6.0,90.27,64.1,10.73,87.76,13.7,19.58,24.0,41.0,50.7,2.92,3821.2,9.99,0.294,44.5,56.8,Normal
2025-07-24 21:50:00,310.89,2.66,38.4,4.7,86.89,51.1,3.29,86.25,14.34,15.84,10.8,48.9,13.9,2.85,678.5,-6.57,0.286,108.9,88.3,Normal
2025-07-24 21:55:00,313.09,-1.38,37.9,6.4,87.79,60.4,14.79,94.75,14.11,5.89,20.5,57.3,81.8,2.32,4719.1,-1.98,0.124,163.5,222.5,Normal
2025-07-24 22:00:00,306.77,-14.91,27.8,0.5,96.27,42.0,25.62,92.87,12.28,15.33,11.5,47.2,87.4,-1.82,1617.4,4.63,0.386,345.2,354.1,Normal
2025-07-24 22:05:00,325.22,-31.41,37.8,0.0,94.85,74.4,21.88,86.89,14.37,-17.88,19.7,40.2,100.1,-2.25,3507.9,-7.56,0.206,85.4,17.2,Normal
2025-07-24 22:10:00,368.8,-35.64,29.9,4.3,89.4,53.2,41.65,93.05,13.72,-8.01,28.5,57.8,4.7,-1.08,923.3,5.75,0.181,217.4,201.7,Normal
2025-07-24 22:15:00,358.65,60.01,21.5,1.0,86.21,35.3,33.58,92.41,12.75,-16.39,12.3,50.6,6.8,-2.55,2485.2,-4.18,0.359,144.5,314.4,Normal
2025-07-24 22:20:00,367.78,37.25,33.9,0.0,88.39,40.2,3.28,85.01,13.52,-11.23,11.7,46.1,23.2,1.79,488.5,3.84,0.212,113.6,159.1,Normal
2025-07-24 22:25:00,318.48,51.82,47.8,2.2,88.6,47.2,22.4,92.05,14.46,0.07,18.1,59.4,77.6,-2.09,1346.8,-4.66,0.304,198.9,231.1,Normal
2025-07-24 22:30:00,330.8,59.37,38.5,0.4,96.63,78.3,8.76,90.24,13.43,-12.64,19.3,42.6,23.4,-2.12,4067.3,-9.5,0.136,119.5,223.7,Normal
2025-07-24 22:35:00,314.24,-90.96,48.8,0.0,92.03,53.4,6.97,93.44,14.34,8.87,15.8,50.4,98.8,-1.36,335.0,-2.63,0.145,6.7,100.3,Normal
2025-07-24 06:00:00,298.08,-51.65,49.9,100.0,56.25,87.3,23.77,78.2,13.41,10.36,15.2,52.8,43.8,-0.26,2627.8,-9.74,0.624,135.1,36.4,Inverter Failure
2025-07-24 06:05:00,329.68,18.93,36.8,94.5,40.67,96.2,20.53,78.33,12.32,11.66,26.7,79.6,78.4,-3.64,7120.9,-8.4,1.165,180.1,21.6,Inverter Failure
2025-07-24 06:10:00,372.54,6.93,45.1,100.0,58.18,117.1,8.4,85.31,12.7,16.87,26.2,57.8,61.2,-2.97,1999.2,-3.41,0.694,197.2,92.3,Inverter Failure
2025-07-24 06:15:00,333.59,78.94,37.0,94.3,47.86,98.2,0.8,78.91,14.0,-20.84,24.9,72.5,33.2,-1.92,6160.4,-7.41,0.575,278.9,51.2,Inverter Failure
2025-07-24 06:20:00,377.38,-36.9,29.6,100.0,51.44,105.2,7.62,75.92,13.44,-16.54,25.5,61.2,53.5,-1.6,7304.6,5.62,1.008,395.6,83.4,Inverter Failure
2025-07-24 06:25:00,358.65,-54.83,41.2,97.3,67.27,84.2,29.34,87.94,11.82,3.36,28.7,76.7,67.2,1.69,2883.1,1.14,0.938,227.9,27.5,Inverter Failure
2025-07-24 06:30:00,383.79,-54.32,43.1,97.4,58.22,91.8,29.76,89.24,13.33,24.28,32.1,61.6,68.2,0.04,3334.3,2.0,0.528,107.0,43.8,Inverter Failure
2025-07-24 06:35:00,394.71,84.12,41.3,93.9,66.96,89.2,25.47,88.64,11.51,23.64,22.2,66.2,25.9,-3.71,6782.3,3.49,0.794,145.7,91.1,Inverter Failure
2025-07-24 06:40:00,399.89,54.77,50.1,99.9,54.05,83.4,17.07,84.32,12.8,5.1,34.2,79.3,6.3,-0.47,2025.9,4.3,0.948,229.9,0.5,Inverter Failure
2025-07-24 06:45:00,331.75,58.87,43.0,96.8,54.96,108.6,15.15,76.99,12.24,10.78,15.5,70.9,64.5,-0.88,3688.5,5.14,1.136,387.3,25.9,Inverter Failure
2025-07-24 06:50:00,298.32,23.99,47.3,91.9,46.86,118.5,18.94,75.89,12.46,-6.58,34.4,74.1,38.4,-2.21,6965.5,7.54,0.896,368.4,23.9,Inverter Failure
2025-07-24 06:55:00,310.25,100.18,47.6,96.2,69.47,96.7,14.96,89.29,12.53,-2.02,19.2,57.6,29.9,-0.35,2883.5,3.33,0.434,327.1,8.1,Inverter Failure
2025-07-24 07:00:00,351.76,-75.57,45.2,96.2,58.62,102.7,11.0,75.0,11.96,1.06,28.5,56.0,40.6,-1.08,6502.5,2.98,0.91,284.2,99.4,Inverter Failure
2025-07-24 07:05:00,322.5,19.8,34.6,94.3,62.32,112.1,8.38,86.55,13.05,-5.48,22.2,50.1,1.2,-3.37,4946.6,-4.73,1.195,198.6,8.1,Inverter Failure
2025-07-24 07:10:00,325.34,116.53,33.9,89.9,52.27,92.7,25.66,88.98,13.52,24.31,24.1,68.4,41.0,-2.15,5235.1,9.28,0.732,241.0,74.0,Inverter Failure
2025-07-24 07:15:00,394.05,-47.29,53.0,91.5,59.36,105.1,24.86,88.98,12.42,-24.11,29.5,58.1,45.5,0.96,7863.0,-4.25,1.117,126.2,23.6,Inverter Failure
2025-07-24 07:20:00,345.03,101.46,38.8,90.4,64.26,118.7,17.19,75.93,11.6,19.06,18.9,63.1,64.9,0.69,3488.5,8.01,1.153,360.0,93.2,Inverter Failure
2025-07-24 07:25:00,321.17,7.03,34.4,89.3,40.19,92.2,20.22,76.47,13.95,-20.08,29.6,55.4,55.9,0.69,6081.2,6.67,1.079,113.2,91.4,Inverter Failure
2025-07-24 07:30:00,341.86,-20.61,49.9,94.0,49.09,114.1,6.11,85.6,13.12,-13.56,15.1,71.6,72.1,-0.02,6330.5,-3.28,0.873,376.9,94.2,Inverter Failure
2025-07-24 07:35:00,326.13,-66.7,54.3,93.0,65.9,99.2,3.9,80.2,12.93,-23.5,16.8,50.4,32.2,-1.58,4492.7,5.0,0.928,387.8,24.7,Inverter Failure
2025-07-24 07:40:00,306.93,-16.41,42.8,91.3,65.14,89.8,4.43,88.11,13.96,-21.76,29.6,56.1,26.4,0.39,1355.6,3.75,0.798,292.5,12.9,Inverter Failure
2025-07-24 07:45:00,375.36,51.6,49.5,89.6,43.76,108.4,3.0,82.37,12.82,2.4,28.6,55.5,55.0,-1.37,6273.8,-2.42,0.906,190.2,54.8,Inverter Failure
2025-07-24 07:50:00,324.53,109.43,48.1,83.6,64.33,87.7,23.0,89.2,13.98,-22.89,33.7,58.9,73.2,-1.8,1147.2,-5.99,0.616,366.6,55.5,Inverter Failure
2025-07-24 07:55:00,347.04,1.34,52.8,86.9,44.13,113.6,25.36,83.15,12.5,-22.92,17.5,73.9,35.3,0.14,7524.9,3.96,0.446,392.8,80.8,Inverter Failure
2025-07-24 08:00:00,342.12,26.67,37.2,88.2,54.12,111.1,27.58,85.46,11.56,17.51,29.0,63.7,79.3,-0.95,7368.7,-6.69,0.491,316.4,77.0,Inverter Failure
2025-07-24 08:05:00,356.82,67.2,28.8,82.8,60.24,109.9,21.13,89.59,13.45,5.64,26.0,79.7,67.1,-3.35,2337.7,-9.33,0.608,248.3,14.4,Inverter Failure
2025-07-24 08:10:00,328.37,85.95,51.3,88.0,56.16,99.9,14.17,80.12,13.58,8.64,32.8,53.1,25.9,-1.19,3721.5,-6.99,1.061,368.7,42.0,Inverter Failure
2025-07-24 08:15:00,394.14,103.88,37.5,84.5,58.0,83.4,28.84,80.19,13.81,-0.67,23.7,71.4,71.2,-2.3,6271.7,0.35,0.848,253.5,15.0,Inverter Failure
2025-07-24 08:20:00,369.64,-105.63,46.9,79.1,62.17,117.7,22.16,77.25,13.98,12.93,27.9,72.5,38.7,0.5,5934.2,7.65,0.606,338.6,94.5,Inverter Failure
2025-07-24 08:25:00,389.48,-28.54,51.9,89.5,61.65,112.1,2.26,78.95,11.57,-23.01,31.3,55.8,34.7,0.92,5982.3,-9.44,1.041,237.0,56.2,Inverter Failure
2025-07-24 08:30:00,311.66,110.76,43.9,81.6,46.61,103.3,25.69,87.65,12.18,-19.38,20.1,52.6,34.4,-3.07,3161.7,-2.86,0.782,256.0,12.4,Inverter Failure
2025-07-24 08:35:00,322.73,24.3,25.4,89.5,53.17,103.9,8.91,75.13,13.19,12.0,31.0,58.1,31.6,-0.66,7063.8,-2.39,0.763,142.8,61.5,Inverter Failure
2025-07-24 08:40:00,374.24,53.69,53.2,83.8,57.69,109.5,1.8,84.21,11.67,3.01,21.8,67.6,40.1,-2.37,7097.2,2.62,1.006,160.0,83.7,Inverter Failure
2025-07-24 08:45:00,324.4,46.52,39.1,87.9,68.35,107.2,22.48,85.57,13.52,-15.91,17.8,66.8,49.7,0.24,5114.2,-9.76,0.798,274.0,22.0,Inverter Failure
2025-07-24 08:50:00,394.46,-112.88,29.3,78.8,49.51,94.5,17.43,77.14,11.66,22.61,22.6,78.2,30.9,-2.69,2520.7,0.85,1.073,363.7,40.6,Inverter Failure
2025-07-24 08:55:00,372.0,-26.25,35.7,83.0,65.38,93.6,13.12,77.7,13.43,11.06,19.0,73.8,63.4,-0.52,3064.8,-5.79,0.687,102.2,7.8,Inverter Failure
2025-07-24 09:00:00,346.29,74.08,35.7,79.5,55.65,112.8,25.84,75.56,13.38,-16.97,22.5,79.6,36.2,-3.34,3094.9,2.16,0.959,219.8,1.5,Inverter Failure
2025-07-24 09:05:00,390.39,39.22,37.9,87.2,51.26,89.2,17.41,81.69,11.78,-12.07,20.5,75.3,73.2,-3.22,7082.8,8.47,0.944,358.9,52.7,Inverter Failure
2025-07-24 09:10:00,388.4,59.81,35.6,76.9,61.37,104.8,9.99,77.25,12.75,-17.41,32.7,65.8,58.2,-3.88,3835.4,0.27,0.547,258.1,24.1,Inverter Failure
2025-07-24 09:15:00,340.52,101.63,50.7,83.7,64.74,116.6,17.0,88.76,12.66,-0.83,32.1,73.5,73.3,-3.3,1662.7,-4.17,1.033,122.5,94.8,Inverter Failure
2025-07-24 09:20:00,369.28,-38.11,49.3,80.2,57.85,90.1,27.82,88.35,13.61,15.47,17.1,74.5,30.5,-0.05,2145.9,8.67,1.196,206.1,84.0,Inverter Failure
2025-07-24 09:25:00,379.66,-29.99,50.7,79.4,53.15,88.1,17.18,77.7,12.14,-7.8,24.6,70.1,33.5,-2.06,1249.7,2.71,0.499,272.2,28.8,Inverter Failure
2025-07-24 09:30:00,370.02,78.9,48.8,78.3,60.63,118.4,26.67,84.54,13.09,-24.34,21.4,57.2,59.5,-0.86,6469.1,-9.84,1.014,120.9,56.3,Inverter Failure
2025-07-24 09:35:00,348.15,-38.19,25.8,80.8,42.12,88.0,15.2,75.39,12.05,23.07,20.0,73.9,47.7,1.03,1731.0,2.58,1.126,263.9,84.9,Inverter Failure
2025-07-24 09:40:00,344.47,-77.71,29.6,73.2,56.88,91.5,20.57,88.68,11.52,-16.2,29.6,78.1,8.7,-1.44,1367.1,1.98,0.429,184.7,40.0,Inverter Failure
2025-07-24 09:45:00,362.23,-74.05,38.2,74.5,45.11,84.2,6.7,79.16,13.4,1.51,26.7,65.7,29.1,-3.67,6116.4,-2.08,0.599,363.7,95.0,Inverter Failure
2025-07-24 09:50:00,301.0,-75.38,33.6,73.6,40.28,82.7,8.33,77.52,12.91,5.91,26.4,64.4,40.1,0.41,5867.9,2.91,0.919,303.4,22.2,Inverter Failure
2025-07-24 09:55:00,359.13,48.31,34.5,77.9,54.73,80.4,21.47,87.73,12.83,-20.18,33.2,67.3,56.9,0.72,5006.8,6.1,1.144,132.3,13.1,Inverter Failure
2025-07-24 10:00:00,290.07,40.4,47.4,79.3,52.13,118.1,6.9,76.7,11.71,20.28,15.9,65.0,77.7,-2.23,2247.8,-0.23,0.513,152.3,66.6,Inverter Failure
2025-07-24 10:05:00,315.96,-31.67,44.6,75.4,68.2,82.3,20.28,89.94,12.53,15.82,31.0,51.5,56.9,-2.59,2971.8,2.57,0.45,302.4,45.2,Inverter Failure
2025-07-24 10:10:00,365.86,-25.79,33.4,76.3,59.93,87.1,26.21,80.33,12.7,21.92,17.6,76.9,51.5,-3.68,4956.7,-5.12,0.647,106.2,71.1,Inverter Failure
2025-07-24 10:15:00,348.82,34.43,33.1,72.5,46.15,82.1,11.57,75.54,12.75,9.14,19.8,57.2,27.0,-2.51,3548.7,7.1,0.427,351.4,28.0,Inverter Failure
2025-07-24 10:20:00,372.62,116.64,30.0,77.7,63.06,87.9,17.39,76.12,11.9,24.92,32.8,53.7,13.8,0.18,2105.6,-4.3,0.702,351.4,11.1,Inverter Failure
2025-07-24 10:25:00,354.02,-93.17,43.6,73.1,56.23,112.9,16.93,81.31,12.57,12.35,30.3,60.4,59.5,-3.67,3905.7,-5.25,0.961,385.6,96.1,Inverter Failure
2025-07-24 10:30:00,324.79,6.69,51.6,69.8,41.86,83.4,29.04,85.55,12.43,4.7,17.7,75.3,33.3,0.01,4233.8,-1.39,1.178,311.4,56.4,Inverter Failure
2025-07-24 10:35:00,301.73,91.67,37.5,72.7,62.95,106.5,19.97,87.11,13.86,-15.14,23.4,73.9,5.8,-3.14,7053.9,8.35,0.824,285.2,44.8,Inverter Failure
2025-07-24 10:40:00,347.77,14.55,39.1,74.8,62.46,111.6,1.58,84.17,13.18,-0.63,23.6,50.2,53.8,1.25,5097.7,-0.31,0.983,334.5,81.8,Inverter Failure
2025-07-24 10:45:00,309.88,79.74,39.4,70.0,48.04,107.1,12.06,87.2,13.01,-20.66,23.2,70.0,28.7,1.59,1541.1,9.82,0.561,170.3,82.8,Inverter Failure
2025-07-24 10:50:00,366.81,81.04,27.7,76.5,49.35,88.4,1.37,78.62,13.7,22.34,25.3,77.2,32.5,-0.64,1003.9,-4.85,0.438,135.9,73.2,Inverter Failure
2025-07-24 10:55:00,365.73,87.11,26.2,67.8,60.74,107.8,15.72,85.37,11.95,-10.64,28.3,52.0,64.6,0.3,1991.6,-5.25,0.988,382.8,85.1,Inverter Failure
2025-07-24 11:00:00,386.87,-77.59,50.0,67.6,61.14,111.1,12.94,88.57,12.02,2.48,25.2,74.6,10.1,0.51,2223.0,1.53,1.079,143.5,20.2,Inverter Failure
2025-07-24 11:05:00,350.37,17.8,33.1,66.9,44.16,96.6,24.26,82.28,13.37,-6.39,19.2,61.1,35.0,-1.83,3613.4,6.41,0.752,130.5,91.1,Inverter Failure
2025-07-24 11:10:00,346.07,-105.73,43.1,66.2,49.96,86.8,19.88,85.88,11.64,-13.15,30.8,73.8,20.2,-0.32,5035.8,-8.23,0.928,241.3,69.5,Inverter Failure
2025-07-24 11:15:00,324.19,76.96,30.2,68.7,49.36,82.8,20.2,77.19,12.09,-21.96,25.2,69.4,72.4,-2.12,2849.1,7.99,1.07,385.9,25.5,Inverter Failure
2025-07-24 11:20:00,349.88,116.77,37.2,68.0,41.7,97.2,10.58,78.67,12.12,20.47,22.7,51.0,52.4,-0.51,7043.9,6.24,0.84,310.9,49.2,Inverter Failure
2025-07-24 11:25:00,343.32,-23.81,30.9,64.3,53.76,107.2,24.33,89.97,12.12,-7.86,27.6,71.7,50.3,-3.08,1269.1,-4.28,1.098,282.2,50.0,Inverter Failure
2025-07-24 11:30:00,319.24,-15.91,40.0,67.4,58.43,106.2,0.56,83.74,12.6,-23.52,27.4,58.7,67.4,0.93,6479.7,-9.7,0.657,192.1,29.3,Inverter Failure
2025-07-24 11:35:00,380.25,11.44,25.9,65.9,58.1,90.2,24.79,79.42,13.3,-4.65,23.1,55.0,43.5,1.7,6344.2,-9.27,0.742,273.0,2.7,Inverter Failure
2025-07-24 11:40:00,399.31,-94.6,28.0,74.4,56.3,99.7,22.41,82.74,11.67,1.68,25.0,78.9,10.1,-2.64,6589.9,7.32,1.172,340.0,9.6,Inverter Failure
2025-07-24 11:45:00,290.18,-33.31,32.8,64.4,62.99,89.1,13.15,88.73,12.85,-9.66,19.5,56.8,41.7,0.64,1395.0,2.81,0.522,314.0,34.5,Inverter Failure
2025-07-24 11:50:00,314.72,111.66,49.8,66.0,60.65,111.4,13.25,76.01,13.93,-11.71,34.2,51.9,54.2,0.7,2591.5,5.75,1.107,249.7,9.2,Inverter Failure
2025-07-24 11:55:00,353.67,-102.81,31.7,67.3,64.04,84.4,0.14,80.02,13.82,-5.62,17.0,76.2,10.3,-0.31,2483.9,-9.15,1.197,131.8,3.8,Inverter Failure
2025-07-24 12:00:00,399.66,53.61,32.5,61.4,61.98,114.1,7.54,82.55,12.1,-0.53,30.7,60.4,40.5,0.31,1924.7,9.43,0.578,280.1,12.4,Inverter Failure
2025-07-24 12:05:00,296.17,38.92,26.6,68.2,63.62,114.5,22.44,87.17,13.22,4.62,19.9,64.2,17.4,-1.56,6801.7,-4.93,0.988,189.4,81.3,Inverter Failure
2025-07-24 12:10:00,325.71,58.98,38.6,59.8,66.59,103.3,10.85,81.14,12.94,10.75,17.4,64.8,27.3,0.55,2187.7,-9.83,0.564,177.7,18.2,Inverter Failure
2025-07-24 12:15:00,330.4,79.28,28.7,65.3,64.48,84.8,19.97,87.74,13.0,-12.92,27.6,79.3,78.9,-1.33,6088.5,9.13,0.413,241.2,13.3,Inverter Failure
2025-07-24 12:20:00,302.71,-54.72,37.3,64.0,41.44,112.6,2.0,85.04,11.68,-0.03,31.1,70.7,60.6,-0.7,5747.0,1.6,0.837,387.7,13.9,Inverter Failure
2025-07-24 12:25:00,317.08,109.46,54.3,58.3,45.53,99.5,16.79,86.16,12.24,4.06,34.8,59.1,27.1,-1.09,7034.6,3.76,1.035,343.3,68.6,Inverter Failure
2025-07-24 12:30:00,338.62,115.17,42.7,54.7,64.01,99.4,17.35,83.86,12.85,2.84,19.3,55.5,56.8,-2.97,7707.0,8.9,0.658,352.8,3.1,Inverter Failure
2025-07-24 12:35:00,315.93,-66.86,33.8,62.6,57.81,81.2,15.01,86.45,12.47,11.54,34.4,57.4,31.8,0.23,2252.4,-1.34,0.811,200.9,26.0,Inverter Failure
